From;To;Length in meter
a735;a5735;7304
a736;a737;34808
a736;a5736;48519
a737;a738;11534
a737;a5737;25037
a738;a739;11140
a738;a5738;19568
a739;a740;45947
a739;a5739;25706
a740;a741;25916
a740;a5740;19259
a741;a742;4987
a741;a5741;23917
a742;a743;21599
a742;a5742;51000
a743;a744;27141
a743;a5743;18169
a744;a745;10333
a744;a5744;18217
a745;a746;29843
a745;a5745;17674
a746;a747;15029
a746;a5746;24182
a747;a748;27011
a747;a5747;49209
a748;a749;31520
a748;a5748;18523
a749;a750;26716
a749;a5749;51214
a750;a751;24667
a750;a5750;50386
a751;a752;24039
a751;a5751;5797
a752;a753;4126
a752;a5752;13688
a753;a754;50265
a753;a5753;29217
a754;a755;47407
a754;a5754;46876
a755;a756;49796
a755;a5755;38019
a756;a757;48870
a756;a5756;28195
a757;a758;30436
a757;a5757;31041
a758;a759;23315
a758;a5758;37589
a759;a760;21009
a759;a5759;27187
a760;a761;31968
a760;a5760;38020
a761;a762;22680
a761;a5761;25081
a762;a763;26814
a762;a5762;12303
a763;a764;6801
a763;a5763;3506
a764;a765;26482
a764;a5764;26295
a765;a766;42631
a765;a5765;10869
a766;a767;43174
a766;a5766;25718
a767;a768;32827
a767;a5767;47836
a768;a769;25490
a768;a5768;11796
a769;a770;43287
a769;a5769;29774
a770;a771;16446
a770;a5770;30400
a771;a772;36603
a771;a5771;24644
a772;a773;49434
a772;a5772;50462
a773;a774;5163
a773;a5773;47598
a774;a775;17456
a774;a5774;50043
a775;a776;50759
a775;a5775;5701
a776;a777;2552
a776;a5776;22629
a777;a778;22462
a777;a5777;24890
a778;a779;43019
a778;a5778;11982
a779;a780;3482
a779;a5779;6602
a780;a781;45771
a780;a5780;31185
a781;a782;30733
a781;a5781;3314
a782;a783;19973
a782;a5782;20408
a783;a784;37913
a783;a5783;20676
a784;a785;15932
a784;a5784;48335
a785;a786;34063
a785;a5785;48868
a786;a787;50198
a786;a5786;14232
a787;a788;14745
a787;a5787;47354
a788;a789;33745
a788;a5788;11168
a789;a790;2279
a789;a5789;5298
a790;a791;45227
a790;a5790;16037
a791;a792;24786
a791;a5791;24574
a792;a793;5347
a792;a5792;28736
a793;a794;21184
a793;a5793;23508
a794;a795;11600
a794;a5794;41070
a795;a796;50745
a795;a5795;37284
a796;a797;34856
a796;a5796;25819
a797;a798;41331
a797;a5797;45296
a798;a799;10577
a798;a5798;47716
a799;a800;30000
a799;a5799;36615
a800;a801;27786
a800;a5800;11094
a801;a802;33346
a801;a5801;32240
a802;a803;28366
a802;a5802;23399
a803;a804;32596
a803;a5803;16805
a804;a805;27730
a804;a5804;19881
a805;a806;20300
a805;a5805;43043
a806;a807;5468
a806;a5806;12358
a807;a808;31246
a807;a5807;9425
a808;a809;41168
a808;a5808;44182
a809;a810;20145
a809;a5809;25163
a810;a811;36304
a810;a5810;4241
a811;a812;2580
a811;a5811;16992
a812;a813;17807
a812;a5812;25192
a813;a814;43720
a813;a5813;49053
a814;a815;12733
a814;a5814;14958
a815;a816;11408
a815;a5815;20541
a816;a817;16317
a816;a5816;45986
a817;a818;6334
a817;a5817;25824
a818;a819;47603
a818;a5818;3753
a819;a820;42251
a819;a5819;8208
a820;a821;47854
a820;a5820;24577
a821;a822;23432
a821;a5821;11656
a822;a823;26969
a822;a5822;32919
a823;a824;4897
a823;a5823;34423
a824;a825;2259
a824;a5824;20037
a825;a826;23358
a825;a5825;14773
a826;a827;2112
a826;a5826;39125
a827;a828;3241
a827;a5827;31751
a828;a829;24298
a828;a5828;26876
a829;a830;22713
a829;a5829;33305
a830;a831;44980
a830;a5830;47774
a831;a832;19170
a831;a5831;9979
a832;a833;19844
a832;a5832;45381
a833;a834;22330
a833;a5833;14861
a834;a835;3200
a834;a5834;24365
a835;a836;25747
a835;a5835;39503
a836;a837;34375
a836;a5836;28100
a837;a838;44353
a837;a5837;41126
a838;a839;3287
a838;a5838;19280
a839;a840;6448
a839;a5839;28589
a840;a841;8675
a840;a5840;15178
a841;a842;43455
a841;a5841;3305
a842;a843;13174
a842;a5842;24959
a843;a844;19725
a843;a5843;16586
a844;a845;29108
a844;a5844;33726
a845;a846;37675
a845;a5845;46740
a846;a847;37716
a846;a5846;26898
a847;a848;10630
a847;a5847;17645
a848;a849;2373
a848;a5848;48934
a849;a850;16900
a849;a5849;25508
a850;a851;33277
a850;a5850;42421
a851;a852;33779
a851;a5851;12032
a852;a853;47094
a852;a5852;17116
a853;a854;49498
a853;a5853;20335
a854;a855;40053
a854;a5854;3663
a855;a856;14402
a855;a5855;44594
a856;a857;7152
a856;a5856;3370
a857;a858;20101
a857;a5857;35635
a858;a859;43252
a858;a5858;3723
a859;a860;36737
a859;a5859;2451
a860;a861;4123
a860;a5860;39080
a861;a862;44054
a861;a5861;3997
a862;a863;36765
a862;a5862;37422
a863;a864;11538
a863;a5863;6490
a864;a865;8719
a864;a5864;6917
a865;a866;16531
a865;a5865;38950
a866;a867;25473
a866;a5866;30609
a867;a868;36930
a867;a5867;13717
a868;a869;23607
a868;a5868;3564
a869;a870;16839
a869;a5869;39302
a870;a871;14798
a870;a5870;14471
a871;a872;29402
a871;a5871;40056
a872;a873;32490
a872;a5872;42848
a873;a874;50897
a873;a5873;10908
a874;a875;48657
a874;a5874;13787
a875;a876;14162
a875;a5875;25652
a876;a877;32837
a876;a5876;24471
a877;a878;27418
a877;a5877;34157
a878;a879;19438
a878;a5878;30564
a879;a880;26642
a879;a5879;27251
a880;a881;32135
a880;a5880;6045
a881;a882;25791
a881;a5881;18010
a882;a883;36133
a882;a5882;17015
a883;a884;39381
a883;a5883;34729
a884;a885;50057
a884;a5884;28618
a885;a886;26171
a885;a5885;43914
a886;a887;49255
a886;a5886;44308
a887;a888;41078
a887;a5887;21343
a888;a889;31429
a888;a5888;8393
a889;a890;34789
a889;a5889;15406
a890;a891;43691
a890;a5890;36053
a891;a892;7036
a891;a5891;49770
a892;a893;37358
a892;a5892;19826
a893;a894;49986
a893;a5893;41726
a894;a895;23099
a894;a5894;47941
a895;a896;12789
a895;a5895;18498
a896;a897;44439
a896;a5896;7811
a897;a898;26984
a897;a5897;46265
a898;a899;21999
a898;a5898;37515
a899;a900;5140
a899;a5899;45663
a900;a901;44390
a900;a5900;29137
a901;a902;11895
a901;a5901;3168
a902;a903;44183
a902;a5902;30492
a903;a904;7393
a903;a5903;49868
a904;a905;49021
a904;a5904;35915
a905;a906;27979
a905;a5905;17900
a906;a907;38585
a906;a5906;2593
a907;a908;48018
a907;a5907;50083
a908;a909;17903
a908;a5908;26174
a909;a910;9660
a909;a5909;30120
a910;a911;36228
a910;a5910;8327
a911;a912;14519
a911;a5911;19187
a912;a913;38640
a912;a5912;49314
a913;a914;42311
a913;a5913;29651
a914;a915;34400
a914;a5914;50667
a915;a916;46758
a915;a5915;38215
a916;a917;2099
a916;a5916;16622
a917;a918;28300
a917;a5917;38899
a918;a919;26678
a918;a5918;48074
a919;a920;46486
a919;a5919;10887
a920;a921;27513
a920;a5920;29535
a921;a922;12331
a921;a5921;27520
a922;a923;39939
a922;a5922;17799
a923;a924;42356
a923;a5923;10495
a924;a925;4808
a924;a5924;50852
a925;a926;11562
a925;a5925;37657
a926;a927;51988
a926;a5926;6930
a927;a928;12159
a927;a5927;43704
a928;a929;34066
a928;a5928;6588
a929;a930;8525
a929;a5929;10577
a930;a931;25941
a930;a5930;15106
a931;a932;26552
a931;a5931;28351
a932;a933;4484
a932;a5932;18670
a933;a934;27345
a933;a5933;18026
a934;a935;9984
a934;a5934;15358
a935;a936;41021
a935;a5935;44804
a936;a937;17721
a936;a5936;31159
a937;a938;26279
a937;a5937;14110
a938;a939;13659
a938;a5938;42020
a939;a940;25365
a939;a5939;32955
a940;a941;23023
a940;a5940;5206
a941;a942;2062
a941;a5941;36037
a942;a943;34288
a942;a5942;27154
a943;a944;32421
a943;a5943;19415
a944;a945;43991
a944;a5944;20434
a945;a946;14092
a945;a5945;44539
a946;a947;19692
a946;a5946;29431
a947;a948;20323
a947;a5947;21983
a948;a949;39398
a948;a5948;32930
a949;a950;48947
a949;a5949;7281
a950;a951;15815
a950;a5950;11915
a951;a952;5031
a951;a5951;40963
a952;a953;2908
a952;a5952;2563
a953;a954;8236
a953;a5953;41092
a954;a955;10400
a954;a5954;37706
a955;a956;32391
a955;a5955;9383
a956;a957;19117
a956;a5956;14803
a957;a958;15315
a957;a5957;41335
a958;a959;46346
a958;a5958;14869
a959;a960;21494
a959;a5959;36718
a960;a961;5761
a960;a5960;34749
a961;a962;48851
a961;a5961;39228
a962;a963;40878
a962;a5962;34603
a963;a964;43583
a963;a5963;43146
a964;a965;34501
a964;a5964;43559
a965;a966;23758
a965;a5965;40447
a966;a967;9162
a966;a5966;9104
a967;a968;13263
a967;a5967;43949
a968;a969;35160
a968;a5968;19973
a969;a970;2503
a969;a5969;10828
a970;a971;3505
a970;a5970;28052
a971;a972;31285
a971;a5971;6094
a972;a973;50782
a972;a5972;42127
a973;a974;32294
a973;a5973;37479
a974;a975;41757
a974;a5974;15175
a975;a976;30644
a975;a5975;11587
a976;a977;23420
a976;a5976;47355
a977;a978;16167
a977;a5977;6140
a978;a979;11067
a978;a5978;28836
a979;a980;40265
a979;a5979;24666
a980;a981;3016
a980;a5980;50175
a981;a982;38455
a981;a5981;48099
a982;a983;45612
a982;a5982;13088
a983;a984;43026
a983;a5983;22391
a984;a985;34263
a984;a5984;31143
a985;a986;27675
a985;a5985;22480
a986;a987;39441
a986;a5986;18139
a987;a988;17376
a987;a5987;10720
a988;a989;38830
a988;a5988;21793
a989;a990;2323
a989;a5989;12244
a990;a991;18053
a990;a5990;21676
a991;a992;14310
a991;a5991;10627
a992;a993;22840
a992;a5992;23333
a993;a994;7592
a993;a5993;24693
a994;a995;4861
a994;a5994;44989
a995;a996;33957
a995;a5995;11337
a996;a997;51973
a996;a5996;9311
a997;a998;13515
a997;a5997;49832
a998;a999;31162
a998;a5998;20350
a999;a1000;28534
a999;a5999;50254
a1000;a1001;49080
a1000;a6000;24934
a1001;a1002;7550
a1001;a6001;42372
a1002;a1003;50743
a1002;a6002;28577
a1003;a1004;20934
a1003;a6003;41636
a1004;a1005;31700
a1004;a6004;8246
a1005;a1006;27107
a1005;a6005;5734
a1006;a1007;32773
a1006;a6006;38241
a1007;a1008;40693
a1007;a6007;38615
a1008;a1009;19347
a1008;a6008;20849
a1009;a1010;40023
a1009;a6009;18834
a1010;a1011;19088
a1010;a6010;40459
a1011;a1012;41609
a1011;a6011;25596
a1012;a1013;2967
a1012;a6012;38377
a1013;a1014;43506
a1013;a6013;9004
a1014;a1015;44530
a1014;a6014;35713
a1015;a1016;27754
a1015;a6015;50641
a1016;a1017;31430
a1016;a6016;13400
a1017;a1018;14541
a1017;a6017;36851
a1018;a1019;31450
a1018;a6018;41646
a1019;a1020;27149
a1019;a6019;19883
a1020;a1021;32455
a1020;a6020;35968
a1021;a1022;7270
a1021;a6021;21370
a1022;a1023;32021
a1022;a6022;3275
a1023;a1024;14861
a1023;a6023;38555
a1024;a1025;47845
a1024;a6024;29484
a1025;a1026;5361
a1025;a6025;46148
a1026;a1027;4483
a1026;a6026;49572
a1027;a1028;49766
a1027;a6027;45693
a1028;a1029;25408
a1028;a6028;32105
a1029;a1030;49866
a1029;a6029;49972
a1030;a1031;21974
a1030;a6030;2858
a1031;a1032;51749
a1031;a6031;2094
a1032;a1033;22462
a1032;a6032;26360
a1033;a1034;25576
a1033;a6033;17648
a1034;a1035;25047
a1034;a6034;9944
a1035;a1036;8598
a1035;a6035;3592
a1036;a1037;38291
a1036;a6036;42184
a1037;a1038;51385
a1037;a6037;49375
a1038;a1039;41536
a1038;a6038;26488
a1039;a1040;14338
a1039;a6039;4226
a1040;a1041;5447
a1040;a6040;21068
a1041;a1042;32669
a1041;a6041;49478
a1042;a1043;9889
a1042;a6042;48480
a1043;a1044;3280
a1043;a6043;46370
a1044;a1045;32273
a1044;a6044;41513
a1045;a1046;46188
a1045;a6045;37823
a1046;a1047;4605
a1046;a6046;47337
a1047;a1048;6529
a1047;a6047;7389
a1048;a1049;51533
a1048;a6048;18484
a1049;a1050;40515
a1049;a6049;49740
a1050;a1051;24901
a1050;a6050;27523
a1051;a1052;20214
a1051;a6051;34905
a1052;a1053;42530
a1052;a6052;2066
a1053;a1054;47509
a1053;a6053;2763
a1054;a1055;20253
a1054;a6054;38157
a1055;a1056;37200
a1055;a6055;5227
a1056;a1057;6600
a1056;a6056;13006
a1057;a1058;12828
a1057;a6057;21027
a1058;a1059;38936
a1058;a6058;32547
a1059;a1060;6534
a1059;a6059;2029
a1060;a1061;38359
a1060;a6060;15354
a1061;a1062;16000
a1061;a6061;20617
a1062;a1063;48199
a1062;a6062;32097
a1063;a1064;47389
a1063;a6063;24838
a1064;a1065;47586
a1064;a6064;38872
a1065;a1066;13052
a1065;a6065;21710
a1066;a1067;37205
a1066;a6066;13534
a1067;a1068;6761
a1067;a6067;49404
a1068;a1069;49128
a1068;a6068;26438
a1069;a1070;47215
a1069;a6069;15821
a1070;a1071;26370
a1070;a6070;50901
a1071;a1072;12675
a1071;a6071;24530
a1072;a1073;50711
a1072;a6072;44112
a1073;a1074;35698
a1073;a6073;28974
a1074;a1075;19237
a1074;a6074;6247
a1075;a1076;37163
a1075;a6075;2410
a1076;a1077;31032
a1076;a6076;4074
a1077;a1078;3052
a1077;a6077;34117
a1078;a1079;45515
a1078;a6078;25493
a1079;a1080;45761
a1079;a6079;12084
a1080;a1081;13025
a1080;a6080;13132
a1081;a1082;44126
a1081;a6081;28612
a1082;a1083;6414
a1082;a6082;8373
a1083;a1084;22801
a1083;a6083;48033
a1084;a1085;49677
a1084;a6084;21983
a1085;a1086;12126
a1085;a6085;5101
a1086;a1087;45909
a1086;a6086;33941
a1087;a1088;24237
a1087;a6087;8527
a1088;a1089;2276
a1088;a6088;12934
a1089;a1090;39774
a1089;a6089;6585
a1090;a1091;34074
a1090;a6090;35556
a1091;a1092;22275
a1091;a6091;30766
a1092;a1093;3482
a1092;a6092;26267
a1093;a1094;14098
a1093;a6093;19032
a1094;a1095;11108
a1094;a6094;31807
a1095;a1096;18557
a1095;a6095;32405
a1096;a1097;10095
a1096;a6096;37961
a1097;a1098;37830
a1097;a6097;17328
a1098;a1099;3186
a1098;a6098;32316
a1099;a1100;15166
a1099;a6099;31518
a1100;a1101;12903
a1100;a6100;13945
a1101;a1102;22946
a1101;a6101;42900
a1102;a1103;33785
a1102;a6102;49874
a1103;a1104;45198
a1103;a6103;29579
a1104;a1105;33506
a1104;a6104;28588
a1105;a1106;24348
a1105;a6105;3824
a1106;a1107;16591
a1106;a6106;12841
a1107;a1108;27170
a1107;a6107;4530
a1108;a1109;50474
a1108;a6108;47629
a1109;a1110;34179
a1109;a6109;50747
a1110;a1111;28640
a1110;a6110;34266
a1111;a1112;20017
a1111;a6111;23509
a1112;a1113;9754
a1112;a6112;38227
a1113;a1114;19815
a1113;a6113;44430
a1114;a1115;24821
a1114;a6114;6670
a1115;a1116;17930
a1115;a6115;47297
a1116;a1117;36673
a1116;a6116;31334
a1117;a1118;50999
a1117;a6117;43251
a1118;a1119;17367
a1118;a6118;3937
a1119;a1120;36808
a1119;a6119;11066
a1120;a1121;29453
a1120;a6120;24087
a1121;a1122;24160
a1121;a6121;51464
a1122;a1123;6479
a1122;a6122;34256
a1123;a1124;6563
a1123;a6123;28497
a1124;a1125;26601
a1124;a6124;22414
a1125;a1126;4406
a1125;a6125;31563
a1126;a1127;10703
a1126;a6126;50559
a1127;a1128;46050
a1127;a6127;28833
a1128;a1129;3056
a1128;a6128;36547
a1129;a1130;18204
a1129;a6129;46545
a1130;a1131;8200
a1130;a6130;37410
a1131;a1132;9878
a1131;a6131;48937
a1132;a1133;12492
a1132;a6132;4637
a1133;a1134;42253
a1133;a6133;10408
a1134;a1135;12543
a1134;a6134;5776
a1135;a1136;8850
a1135;a6135;14933
a1136;a1137;5641
a1136;a6136;32173
a1137;a1138;46564
a1137;a6137;37699
a1138;a1139;19169
a1138;a6138;39633
a1139;a1140;18300
a1139;a6139;10492
a1140;a1141;17032
a1140;a6140;47389
a1141;a1142;12242
a1141;a6141;45434
a1142;a1143;21124
a1142;a6142;50855
a1143;a1144;51084
a1143;a6143;41344
a1144;a1145;25023
a1144;a6144;35366
a1145;a1146;6995
a1145;a6145;23212
a1146;a1147;5225
a1146;a6146;11324
a1147;a1148;34476
a1147;a6147;18065
a1148;a1149;2508
a1148;a6148;26015
a1149;a1150;13863
a1149;a6149;49832
a1150;a1151;2285
a1150;a6150;43711
a1151;a1152;42734
a1151;a6151;41741
a1152;a1153;38185
a1152;a6152;23641
a1153;a1154;21182
a1153;a6153;47253
a1154;a1155;27520
a1154;a6154;14876
a1155;a1156;49586
a1155;a6155;39547
a1156;a1157;20769
a1156;a6156;28287
a1157;a1158;44288
a1157;a6157;25200
a1158;a1159;9786
a1158;a6158;38320
a1159;a1160;27412
a1159;a6159;9835
a1160;a1161;41025
a1160;a6160;11540
a1161;a1162;11973
a1161;a6161;32245
a1162;a1163;20760
a1162;a6162;4654
a1163;a1164;32345
a1163;a6163;48788
a1164;a1165;29014
a1164;a6164;22013
a1165;a1166;13198
a1165;a6165;41677
a1166;a1167;27713
a1166;a6166;21509
a1167;a1168;27093
a1167;a6167;43218
a1168;a1169;6427
a1168;a6168;8177
a1169;a1170;12063
a1169;a6169;12996
a1170;a1171;6008
a1170;a6170;6852
a1171;a1172;5700
a1171;a6171;26573
a1172;a1173;46396
a1172;a6172;8766
a1173;a1174;51564
a1173;a6173;32326
a1174;a1175;9939
a1174;a6174;42135
a1175;a1176;47032
a1175;a6175;7726
a1176;a1177;45655
a1176;a6176;23416
a1177;a1178;29117
a1177;a6177;47594
a1178;a1179;13066
a1178;a6178;4239
a1179;a1180;36227
a1179;a6179;44614
a1180;a1181;26448
a1180;a6180;38764
a1181;a1182;39374
a1181;a6181;26778
a1182;a1183;41662
a1182;a6182;7644
a1183;a1184;5882
a1183;a6183;47302
a1184;a1185;48058
a1184;a6184;47683
a1185;a1186;42342
a1185;a6185;30051
a1186;a1187;37416
a1186;a6186;50783
a1187;a1188;11217
a1187;a6187;7536
a1188;a1189;20332
a1188;a6188;11862
a1189;a1190;27295
a1189;a6189;49137
a1190;a1191;48015
a1190;a6190;23013
a1191;a1192;16001
a1191;a6191;14364
a1192;a1193;24107
a1192;a6192;30409
a1193;a1194;5505
a1193;a6193;29708
a1194;a1195;6745
a1194;a6194;41160
a1195;a1196;28461
a1195;a6195;27883
a1196;a1197;5898
a1196;a6196;39694
a1197;a1198;27292
a1197;a6197;5135
a1198;a1199;24742
a1198;a6198;47073
a1199;a1200;38968
a1199;a6199;45694
a1200;a1201;26743
a1200;a6200;32108
a1201;a1202;31396
a1201;a6201;32406
a1202;a1203;32025
a1202;a6202;10143
a1203;a1204;23730
a1203;a6203;9127
a1204;a1205;7581
a1204;a6204;43941
a1205;a1206;47188
a1205;a6205;33554
a1206;a1207;15945
a1206;a6206;41219
a1207;a1208;41275
a1207;a6207;8817
a1208;a1209;26052
a1208;a6208;25084
a1209;a1210;32729
a1209;a6209;8395
a1210;a1211;18179
a1210;a6210;36879
a1211;a1212;10950
a1211;a6211;11684
a1212;a1213;32100
a1212;a6212;15728
a1213;a1214;44167
a1213;a6213;46900
a1214;a1215;13906
a1214;a6214;35497
a1215;a1216;25231
a1215;a6215;43906
a1216;a1217;12255
a1216;a6216;17778
a1217;a1218;44504
a1217;a6217;32027
a1218;a1219;9301
a1218;a6218;29044
a1219;a1220;10070
a1219;a6219;26941
a1220;a1221;44989
a1220;a6220;11161
a1221;a1222;22224
a1221;a6221;36334
a1222;a1223;5970
a1222;a6222;37082
a1223;a1224;10054
a1223;a6223;26178
a1224;a1225;2019
a1224;a6224;27737
a1225;a1226;2797
a1225;a6225;28183
a1226;a1227;43465
a1226;a6226;11883
a1227;a1228;37631
a1227;a6227;34284
a1228;a1229;12943
a1228;a6228;7992
a1229;a1230;48562
a1229;a6229;15866
a1230;a1231;43512
a1230;a6230;6130
a1231;a1232;38157
a1231;a6231;23811
a1232;a1233;23094
a1232;a6232;28227
a1233;a1234;5007
a1233;a6233;20470
a1234;a1235;42085
a1234;a6234;47133
a1235;a1236;35025
a1235;a6235;16145
a1236;a1237;36989
a1236;a6236;48420
a1237;a1238;13933
a1237;a6237;30801
a1238;a1239;7958
a1238;a6238;24019
a1239;a1240;31633
a1239;a6239;26361
a1240;a1241;2263
a1240;a6240;43473
a1241;a1242;26543
a1241;a6241;6179
a1242;a1243;8861
a1242;a6242;6828
a1243;a1244;9450
a1243;a6243;6047
a1244;a1245;51470
a1244;a6244;43022
a1245;a1246;11923
a1245;a6245;5448
a1246;a1247;48890
a1246;a6246;28970
a1247;a1248;23934
a1247;a6247;18689
a1248;a1249;31619
a1248;a6248;17528
a1249;a1250;18960
a1249;a6249;32989
a1250;a1251;13284
a1250;a6250;26986
a1251;a1252;12564
a1251;a6251;44659
a1252;a1253;13858
a1252;a6252;10817
a1253;a1254;12183
a1253;a6253;5084
a1254;a1255;19215
a1254;a6254;44051
a1255;a1256;41743
a1255;a6255;25399
a1256;a1257;38153
a1256;a6256;31787
a1257;a1258;14537
a1257;a6257;2438
a1258;a1259;33719
a1258;a6258;16179
a1259;a1260;31829
a1259;a6259;18862
a1260;a1261;10379
a1260;a6260;30467
a1261;a1262;2609
a1261;a6261;37176
a1262;a1263;32404
a1262;a6262;22563
a1263;a1264;12047
a1263;a6263;50778
a1264;a1265;31674
a1264;a6264;46120
a1265;a1266;12300
a1265;a6265;25149
a1266;a1267;35057
a1266;a6266;43993
a1267;a1268;19555
a1267;a6267;8821
a1268;a1269;2467
a1268;a6268;27602
a1269;a1270;25460
a1269;a6269;16858
a1270;a1271;16804
a1270;a6270;35815
a1271;a1272;19399
a1271;a6271;39247
a1272;a1273;6041
a1272;a6272;38647
a1273;a1274;20492
a1273;a6273;2816
a1274;a1275;5931
a1274;a6274;34355
a1275;a1276;34637
a1275;a6275;18065
a1276;a1277;39028
a1276;a6276;23292
a1277;a1278;32428
a1277;a6277;21675
a1278;a1279;42018
a1278;a6278;28271
a1279;a1280;38377
a1279;a6279;31322
a1280;a1281;18715
a1280;a6280;19141
a1281;a1282;30492
a1281;a6281;11939
a1282;a1283;30510
a1282;a6282;38761
a1283;a1284;21987
a1283;a6283;11570
a1284;a1285;9535
a1284;a6284;18635
a1285;a1286;33651
a1285;a6285;10573
a1286;a1287;42357
a1286;a6286;15090
a1287;a1288;16243
a1287;a6287;40077
a1288;a1289;23640
a1288;a6288;41067
a1289;a1290;47171
a1289;a6289;14334
a1290;a1291;19862
a1290;a6290;14370
a1291;a1292;4663
a1291;a6291;36862
a1292;a1293;12933
a1292;a6292;40490
a1293;a1294;15670
a1293;a6293;32155
a1294;a1295;12361
a1294;a6294;47041
a1295;a1296;30792
a1295;a6295;23121
a1296;a1297;32435
a1296;a6296;37254
a1297;a1298;50699
a1297;a6297;19381
a1298;a1299;27881
a1298;a6298;31997
a1299;a1300;13691
a1299;a6299;3113
a1300;a1301;17377
a1300;a6300;23339
a1301;a1302;3332
a1301;a6301;47194
a1302;a1303;49390
a1302;a6302;17808
a1303;a1304;48395
a1303;a6303;25077
a1304;a1305;28906
a1304;a6304;4195
a1305;a1306;14797
a1305;a6305;23043
a1306;a1307;26793
a1306;a6306;38975
a1307;a1308;30585
a1307;a6307;43255
a1308;a1309;35773
a1308;a6308;2279
a1309;a1310;40639
a1309;a6309;40397
a1310;a1311;18289
a1310;a6310;38672
a1311;a1312;7246
a1311;a6311;15577
a1312;a1313;11892
a1312;a6312;9984
a1313;a1314;6432
a1313;a6313;48641
a1314;a1315;17229
a1314;a6314;51908
a1315;a1316;17560
a1315;a6315;34100
a1316;a1317;42159
a1316;a6316;42154
a1317;a1318;15543
a1317;a6317;46439
a1318;a1319;13116
a1318;a6318;5576
a1319;a1320;50793
a1319;a6319;47753
a1320;a1321;41410
a1320;a6320;50887
a1321;a1322;41960
a1321;a6321;14381
a1322;a1323;47862
a1322;a6322;4304
a1323;a1324;10440
a1323;a6323;49464
a1324;a1325;3890
a1324;a6324;27811
a1325;a1326;3685
a1325;a6325;15239
a1326;a1327;40950
a1326;a6326;33581
a1327;a1328;36374
a1327;a6327;12247
a1328;a1329;13138
a1328;a6328;31541
a1329;a1330;24712
a1329;a6329;2644
a1330;a1331;19627
a1330;a6330;24089
a1331;a1332;49268
a1331;a6331;21303
a1332;a1333;4651
a1332;a6332;40496
a1333;a1334;6079
a1333;a6333;41511
a1334;a1335;2761
a1334;a6334;33691
a1335;a1336;44042
a1335;a6335;11723
a1336;a1337;36214
a1336;a6336;43791
a1337;a1338;39026
a1337;a6337;6034
a1338;a1339;49500
a1338;a6338;16011
a1339;a1340;21597
a1339;a6339;33852
a1340;a1341;33291
a1340;a6340;45378
a1341;a1342;5742
a1341;a6341;33560
a1342;a1343;46354
a1342;a6342;7073
a1343;a1344;10587
a1343;a6343;30887
a1344;a1345;39345
a1344;a6344;19154
a1345;a1346;25727
a1345;a6345;25180
a1346;a1347;18850
a1346;a6346;23917
a1347;a1348;43494
a1347;a6347;25781
a1348;a1349;13474
a1348;a6348;15209
a1349;a1350;18269
a1349;a6349;46340
a1350;a1351;16380
a1350;a6350;31656
a1351;a1352;13757
a1351;a6351;27020
a1352;a1353;30253
a1352;a6352;29925
a1353;a1354;14046
a1353;a6353;43301
